ts,fromAddr,toAddr,value,blockNumber
2018-01-22T11:56:43.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952114
2018-01-22T11:58:06.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,350,4952118
2018-01-22T11:58:27.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952120
2018-01-22T11:58:55.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952122
2018-01-22T12:00:08.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952124
2018-01-22T12:00:25.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952126
2018-01-22T12:02:25.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952132
2018-01-22T12:02:29.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,3683,4952133
2018-01-22T12:02:34.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952134
2018-01-22T12:18:51.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952204
2018-01-22T12:19:05.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952206
2018-01-22T12:21:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952219
2018-01-22T12:22:30.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952222
2018-01-22T12:29:37.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952251
2018-01-22T12:30:09.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952254
2018-01-22T12:30:09.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952254
2018-01-22T12:31:45.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,2663.1,4952259
2018-01-22T12:31:45.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952259
2018-01-22T12:46:11.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952323
2018-01-22T12:48:40.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952329
2018-01-22T13:00:06.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952382
2018-01-22T13:01:21.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952386
2018-01-22T13:03:41.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952394
2018-01-22T13:04:26.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952397
2018-01-22T13:07:15.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952407
2018-01-22T13:07:29.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952409
2018-01-22T13:08:32.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952415
2018-01-22T13:08:54.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952417
2018-01-22T13:10:30.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952425
2018-01-22T13:11:28.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952428
2018-01-22T13:11:47.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952429
2018-01-22T13:12:09.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952430
2018-01-22T13:12:45.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952431
2018-01-22T13:13:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40434.5268,4952435
2018-01-22T13:13:46.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952436
2018-01-22T13:14:07.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,5565.4732,4952438
2018-01-22T13:14:07.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,12185.1819782969,4952438
2018-01-22T13:14:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,37828.8430217031,4952441
2018-01-22T13:14:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,2565.6117894969,4952441
2018-01-22T13:14:35.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,64881.2819782969,4952441
2018-01-22T13:15:23.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952443
2018-01-22T13:15:28.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x42fc709b57be40433162c042afdc397c270cab76,2434.3882105031,4952444
2018-01-22T13:15:28.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x42fc709b57be40433162c042afdc397c270cab76,2394.9962111793,4952444
2018-01-22T13:15:55.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952445
2018-01-22T13:17:10.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,40394.4548112,4952449
2018-01-22T13:18:20.000Z,0x00be60125e9fe57b58e862092c896696695adb91,0xafde6bd22cea26e6403f11589ee5991a89257000,2373.4751180616,4952454
2018-01-22T13:18:20.000Z,0xafde6bd22cea26e6403f11589ee5991a89257000,0xbda109309f9fafa6dd6a9cb9f1df4085b27ee8ef,735.1136106578,4952454
2018-01-22T13:18:20.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xafde6bd22cea26e6403f11589ee5991a89257000,757.0935008163,4952454
2018-01-22T13:18:20.000Z,0xafde6bd22cea26e6403f11589ee5991a89257000,0x00be60125e9fe57b58e862092c896696695adb91,2395.45500822,4952454
2018-01-22T13:19:07.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952457
2018-01-22T13:19:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952459
2018-01-22T13:19:51.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952460
2018-01-22T13:20:13.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,347.9102880044,4952461
2018-01-22T13:20:13.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,10000,4952461
2018-01-22T13:20:13.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,1000,4952461
2018-01-22T13:20:35.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952462
2018-01-22T13:22:27.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952467
2018-01-22T13:23:13.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952471
2018-01-22T13:24:00.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952473
2018-01-22T13:25:08.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952479
2018-01-22T13:27:03.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952488
2018-01-22T13:27:34.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952491
2018-01-22T13:28:26.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x42fc709b57be40433162c042afdc397c270cab76,8936.6455389878,4952494
2018-01-22T13:28:59.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,39516.902718,4952499
2018-01-22T13:29:16.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,8590.2182282033,4952502
2018-01-22T13:29:43.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xa919efc72756222c072a1594efdba8178aa360d8,12.165,4952503
2018-01-22T13:30:08.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,39387.14368,4952504
2018-01-22T13:30:08.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,59455.0312342078,4952504
2018-01-22T13:30:08.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xa919efc72756222c072a1594efdba8178aa360d8,12.165,4952504
2018-01-22T13:30:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,7294.7598348089,4952506
2018-01-22T13:31:49.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,46681.9035148089,4952510
2018-01-22T13:32:24.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xa919efc72756222c072a1594efdba8178aa360d8,1862,4952513
2018-01-22T13:33:55.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xa919efc72756222c072a1594efdba8178aa360d8,9914.877952,4952519
2018-01-22T13:34:36.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,9914.877952,4952522
2018-01-22T13:34:49.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x42fc709b57be40433162c042afdc397c270cab76,12594.0094756123,4952523
2018-01-22T13:35:07.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,12594.0094756123,4952525
2018-01-22T13:35:32.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952528
2018-01-22T13:35:47.000Z,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,32690.969655689,4952529
2018-01-22T13:36:32.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952532
2018-01-22T13:37:00.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952535
2018-01-22T13:37:12.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952536
2018-01-22T13:38:06.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952540
2018-01-22T13:38:53.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952543
2018-01-22T13:40:47.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x42fc709b57be40433162c042afdc397c270cab76,4447.8630534373,4952550
2018-01-22T13:41:13.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,35552.1369465627,4952551
2018-01-22T13:41:30.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952553
2018-01-22T13:43:20.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,1491.1125723877,4952558
2018-01-22T13:44:10.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,12594.0094756123,4952559
2018-01-22T13:44:22.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952560
2018-01-22T13:45:13.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,9914.877952,4952562
2018-01-22T13:45:13.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952562
2018-01-22T13:45:13.000Z,0x46499275b5c4d67dfa46b92d89aada3158ea392e,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,64151.256310061,4952562
2018-01-22T13:45:13.000Z,0x4e83362442b8d1bec281594cea3050c8eb01311c,0x0005abcbb9533cf6f9370505ffef25393e0d2852,39223.346696,4952562
2018-01-22T13:46:33.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952565
2018-01-22T13:46:42.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952566
2018-01-22T13:46:50.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,34775.4836425627,4952567
2018-01-22T13:46:59.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952569
2018-01-22T13:48:49.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952576
2018-01-22T13:49:19.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952578
2018-01-22T13:52:03.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952585
2018-01-22T13:52:33.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952587
2018-01-22T13:53:58.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952592
2018-01-22T13:54:11.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952594
2018-01-22T13:54:33.000Z,0xdd1bf60a430bdba445b3d21e5e4be7c22d1ef917,0x296a7608f5caa15303f1d53fccfccfa44bfbd6f1,11140.13,4952596
2018-01-22T13:57:37.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952605
2018-01-22T13:57:37.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x46499275b5c4d67dfa46b92d89aada3158ea392e,64151.256310061,4952605
2018-01-22T13:57:37.000Z,0x6cd4471480e2969b3d696fbd17530e85112f3ff6,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952605
2018-01-22T13:57:53.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952607
2018-01-22T14:00:58.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952621
2018-01-22T14:01:05.000Z,0x4e83362442b8d1bec281594cea3050c8eb01311c,0x0005abcbb9533cf6f9370505ffef25393e0d2852,39889.9784,4952622
2018-01-22T14:02:14.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952625
2018-01-22T14:02:14.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x46499275b5c4d67dfa46b92d89aada3158ea392e,45000,4952625
2018-01-22T14:02:56.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,39889.9784,4952629
2018-01-22T14:04:06.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952633
2018-01-22T14:04:06.000Z,0x46499275b5c4d67dfa46b92d89aada3158ea392e,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,109151.256310061,4952633
2018-01-22T14:04:51.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952635
2018-01-22T14:05:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952638
2018-01-22T14:05:59.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952640
2018-01-22T14:06:06.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x6cd4471480e2969b3d696fbd17530e85112f3ff6,40000,4952641
2018-01-22T14:07:40.000Z,0x6cd4471480e2969b3d696fbd17530e85112f3ff6,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952647
2018-01-22T14:07:52.000Z,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,0xafa43f2b1a86f74e813ce1af161b50db3e2236fc,500000,4952649
2018-01-22T14:07:52.000Z,0x42fc709b57be40433162c042afdc397c270cab76,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,16607.9024897198,4952649
2018-01-22T14:11:54.000Z,0xe445c04a4954269e6f85854a08ebce498d195466,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,5000,4952664
2018-01-22T14:14:33.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952677
2018-01-22T14:14:52.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952679
2018-01-22T14:19:42.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952695
2018-01-22T14:20:09.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952697
2018-01-22T14:30:08.000Z,0x0051eaa4f2c5c8be5ab8d78f41217d6cb4efc0dd,0x009bb5e9fcf28e5e601b7d0e9e821da6365d0a9c,300000,4952738
2018-01-22T14:30:30.000Z,0xf73c3c65bde10bf26c2e1763104e609a41702efe,0x36d9c411c7a2202a7d085b9b5b5107d5e66427a5,11184.59667403,4952739
2018-01-22T14:31:09.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952740
2018-01-22T14:31:45.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952742
2018-01-22T14:32:08.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952745
2018-01-22T14:32:46.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952746
2018-01-22T14:39:49.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952768
2018-01-22T14:41:15.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952772
2018-01-22T14:41:15.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952772
2018-01-22T14:41:35.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952775
2018-01-22T14:42:42.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952780
2018-01-22T14:43:22.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952782
2018-01-22T14:43:32.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x46499275b5c4d67dfa46b92d89aada3158ea392e,109151.256310061,4952783
2018-01-22T14:44:36.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952785
2018-01-22T14:45:40.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952787
2018-01-22T14:48:17.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952798
2018-01-22T14:49:26.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952802
2018-01-22T14:57:56.000Z,0x296a7608f5caa15303f1d53fccfccfa44bfbd6f1,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,11140.13,4952844
2018-01-22T15:01:38.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,24000,4952865
2018-01-22T15:01:38.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952865
2018-01-22T15:02:20.000Z,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,24000,4952867
2018-01-22T15:02:20.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952867
2018-01-22T15:04:42.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x296a7608f5caa15303f1d53fccfccfa44bfbd6f1,11140.13,4952880
2018-01-22T15:07:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952893
2018-01-22T15:08:07.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952895
2018-01-22T15:09:28.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952902
2018-01-22T15:09:50.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952905
2018-01-22T15:09:58.000Z,0x46499275b5c4d67dfa46b92d89aada3158ea392e,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,109151.256310061,4952906
2018-01-22T15:09:58.000Z,0xeff27de223a7de92b0b0c875ad042639e56b6da3,0x9937865e1c1737edbe561dbc728d995dd663453f,51.499897,4952906
2018-01-22T15:10:20.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952908
2018-01-22T15:10:58.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952911
2018-01-22T15:11:52.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952913
2018-01-22T15:12:08.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952915
2018-01-22T15:12:55.000Z,0xf73c3c65bde10bf26c2e1763104e609a41702efe,0x718fdf375e1930ba386852e35f5bafc31df3ae66,14333.3,4952918
2018-01-22T15:26:35.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x46499275b5c4d67dfa46b92d89aada3158ea392e,109151.256310061,4952958
2018-01-22T15:27:08.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0xb5c3508a0f5ee8c9080c7bfdad8bd4170fb536b5,6188.4186485548,4952961
2018-01-22T15:30:14.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952973
2018-01-22T15:30:50.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952975
2018-01-22T15:31:47.000Z,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,0x0005abcbb9533cf6f9370505ffef25393e0d2852,40000,4952978
2018-01-22T15:32:16.000Z,0x0005abcbb9533cf6f9370505ffef25393e0d2852,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,40000,4952980
2018-01-22T15:40:39.000Z,0x21639a426a07498c4e7157ba909f92da2d57ce87,0x0005abcbb9533cf6f9370505ffef25393e0d2852,169.39871496,4953016
2018-01-22T15:45:04.000Z,0x9e5bbca4fd2502336e6c04edec3a4a08b5071df5,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,17000,4953037
